alphlng,pwlng,tries
2,9,4294901969
2,9,987
2,9,549
2,9,779
2,9,711
2,9,718
2,9,146
2,9,682
2,9,76
2,9,1428
2,9,148
2,9,147
2,9,385
2,9,259
2,9,46
2,9,290
2,9,162
2,9,609
2,9,174
2,9,40
2,9,509
2,9,305
2,9,1182
2,9,728
2,9,112
2,9,1024
2,9,438
2,9,930
2,9,486
2,9,182
2,9,11
2,9,675
2,9,26
2,9,221
2,9,214
2,9,70
2,9,520
2,9,799
2,9,578
2,9,364
2,9,40
2,9,58
2,9,753
2,9,358
2,9,19
2,9,455
2,9,1855
2,9,1538
2,9,213
2,9,385
,,=STABW(C2:C51),stabw
,,=MITTELWERT(C2:C51),mittelwert
