alphlng,pwlng,tries
5,7,113539
5,7,30247
5,7,7421
5,7,39533
5,7,8215
5,7,31122
5,7,56550
5,7,253550
5,7,16450
5,7,80429
5,7,36101
5,7,97652
5,7,48161
5,7,110122
5,7,45437
5,7,126706
5,7,149307
5,7,14501
5,7,24972
5,7,21246
5,7,97554
5,7,358356
5,7,19715
5,7,286711
5,7,80334
5,7,91532
5,7,91559
5,7,150399
5,7,3047
5,7,36218
5,7,187155
,,=STABW(C2:C32),stabw
,,=MITTELWERT(C2:C32),mittelwert
