alphlng,pwlng,tries
2,7,156
2,7,69
2,7,62
2,7,4
2,7,58
2,7,40
2,7,311
2,7,141
2,7,177
2,7,144
2,7,99
2,7,43
2,7,127
2,7,216
2,7,42
2,7,10
2,7,23
2,7,34
2,7,158
2,7,32
2,7,57
2,7,16
2,7,151
2,7,236
2,7,87
2,7,85
2,7,693
2,7,185
2,7,101
2,7,80
2,7,98
2,7,154
2,7,49
2,7,221
2,7,11
2,7,211
2,7,229
2,7,246
2,7,3
2,7,3
2,7,60
2,7,87
2,7,12
2,7,41
2,7,6
2,7,194
2,7,49
2,7,151
2,7,65
2,7,91
,,=STABW(C2:C51),stabw
,,=MITTELWERT(C2:C51),mittelwert
